	geneID	loci	strand	geneName	geneClass	geneCategory	DHS_type	geneType	exonLen_bin	splicingType	TIEScore_tier	total_clstrCount	num_transcript	coding_status	directionality	cumulative_support	support_source_num	DPI	sum_spIndx	max_genomicLen	max_exonLen	TE_LINE_associated	TE_SINE_associated	TE_DNA_associated	TE_LTR_associated	annoComment	promoter name	max expression (TPM)	median expression (TPM)	5th	25th	75th	95th	kurtosis	skew	TATA	CpG	Gene Symbol	chrom
4218	ENSG00000165632.7	chr10:7860483-8060576,+	+	TAF3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	48226	6	coding	0.9643200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr10:7860460..7860497,+	5.673318500944389	200094	35001	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TAF3	46,2	7	2,8	4,7	11,3	19,42	5,729904884	1,923213788	TATA-less	CpG	TAF3	chr10
4219	ENSG00000165637.9	chr10:76969355-77000965,+	+	VDAC2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	481752	36	coding	0.99774	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:76970533..76970602,+	9.120115923187189	27135	24176	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@VDAC2	303,2	69,9	33,34	52,6	89,5	130,5	5,307459274	1,492871006	TATA-less	CpG	VDAC2	chr10
4220	ENSG00000165660.7	chr10:126490388-126525486,+	+	FAM175B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	96831	6	coding	0.99185	FANTOM:GENCODE:MITRANS	3	chr10:126490369..126490395,+	8.73160692752942	35099	2958	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FAM175B	67	16	5,4	11,7	20,7	30,16	5,051149018	1,385953393	TATA-less	CpG	FAM175B	chr10
4221	ENSG00000165661.11	chr9:139070624-139137658,-	-	QSOX2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	84098	16	coding	0.9952200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:139137648..139137677,-	12.395561765401402	67035	6532	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@QSOX2	114,5	14,3	3,5	9,9	20,1	37,92	12,75816779	2,728664477	TATA-less	CpG-less	QSOX2	chr9
4222	ENSG00000165669.9	chr10:120053398-120101832,-	-	FAM204A	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	193235	17	coding	0.99236	ENCODE:FANTOM:GENCODE:MITRANS	4	chr10:120101804..120101843,-	10.5178258445333	45133	31463	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@FAM204A	87,9	34,9	12,58	27,2	43,2	62,12	0,567680526	0,475448504	TATA-less	CpG	FAM204A	chr10
4223	ENSG00000165671.14	chr5:176558799-176730522,+	+	NSD1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	107863	56	coding	0.9020600000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr5:176560742..176560826,+	26.6732023197338	171702	15711	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NSD1	117,5	13	4,14	8,6	18,3	28,26	27,78029432	2,952003527	TATA-less	CpG	NSD1	chr5
4224	ENSG00000165672.5	chr10:120925311-120938324,-	-	PRDX3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	937181	5	coding	0.9958600000000001	ENCODE:FANTOM:GENCODE	3	chr10:120938303..120938344,-	6.41110556113594	11316	3410	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PRDX3	546,3	136,8	39,4	93,7	207	308,42	0,806460745	0,849450032	TATA-less	CpG	PRDX3	chr10
4226	ENSG00000165678.15	chr10:85899265-85914740,+	+	GHITM	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	582319	8	coding	0.9955200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr10:85899276..85899324,+	8.56243650450108	15457	4675	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@GHITM	312,2	80,8	44,88	63,3	102,8	159	4,16721834	1,645191681	TATA-less	CpG	GHITM	chr10
4227	ENSG00000165684.3	chr9:139253932-139305064,-	-	SNAPC4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	223595	22	coding	-0.21206	ENCODE:FANTOM:HUBDMAP:MITRANS	4	chr9:139305005..139305046,-	40.8103376202553	51133	21120	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SDCCAG3	81,5	12,4	3,1	7	19,8	34,52	4,984618878	1,733040549	TATA-less	CpG	SDCCAG3	chr9
4228	ENSG00000165689.12	chr9:139294774-139305578,-	-	SDCCAG3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	157592	18	coding	-0.21206	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr9:139305005..139305046,-	11.0456410693823	10805	4700	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SDCCAG3	81,5	12,4	3,1	7	19,8	34,52	4,984618878	1,733040549	TATA-less	CpG	SDCCAG3	chr9
4229	ENSG00000165688.7	chr9:139304422-139324650,+	+	PMPCA	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	210826	11	coding	0.20249	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr9:139305102..139305123,+	12.1202414672682	20229	9211	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PMPCA	154,9	32,5	17,84	25	43	65,82	5,518335847	1,737611777	TATA-less	CpG	PMPCA	chr9
4230	ENSG00000165698.11	chr9:135753735-135772213,+	+	C9orf9	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	40763	11	coding	0.66128	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:135753701..135753741,+	6.2370715973287	18479	7534	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C9orf9	39,3	4,7	0,6	2,6	7,2	12,76	8,135943952	1,788176467	TATA-less	CpG	C9orf9	chr9
4231	ENSG00000165699.9	chr9:135765672-135820762,-	-	TSC1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	116593	38	coding	0.99331	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr9:135819987..135820017,-	22.668178354394897	54332	9972	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TSC1	70,1	17,8	8,4	13,1	22,8	37,6	4,428275139	1,666412672	TATA-less	CpG	TSC1	chr9
4233	ENSG00000165714.6	chr12:12510012-12648765,+	+	LOH12CR1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	72390	24	coding	0.8531299999999999	ENCODE:FANTOM:GENCODE:MITRANS	4	chr12:12509990..12510042,+	4.76263113151212	133235	44751	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@LOH12CR1	30	4,9	1,44	3,1	7,3	14,2	5,214960685	1,911829408	TATA-less	CpG	LOH12CR1	chr12
4234	ENSG00000165724.5	chr9:140476407-140485722,-	-	ZMYND19	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin4:1000-2000nt	type4:at_least_4_exons	tier4_stringent	122148	9	coding	0.91758	ENCODE:FANTOM:GENCODE	3	chr9:140484917..140484998,-	5.090396943483491	8546	1696	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZMYND19	108,2	17,4	3,94	10,3	26	43,56	5,110445955	1,640831038	TATA-less	CpG	ZMYND19	chr9
4235	ENSG00000165733.7	chr10:43277573-43330454,+	+	BMS1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	159704	17	coding	0.9657899999999999	ENCODE:FANTOM:GENCODE:MITRANS	4	chr10:43278217..43278262,+	22.896228395833603	52782	15242	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@BMS1	133,5	25,7	8,18	18,6	35,2	54,66	4,588946163	1,340501052	TATA-less	CpG	BMS1	chr10
4237	ENSG00000165782.6	chr14:20925878-20929593,-	-	TMEM55B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	96865	8	coding	0.99521	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr14:20929570..20929610,-	5.3610703912245	3716	3486	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TMEM55B	100,2	14,2	6,9	10,6	19,2	33,32	12,56667029	2,598746628	TATA-less	CpG	TMEM55B	chr14
4238	ENSG00000165792.13	chr14:21457432-21466672,+	+	METTL17	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	162332	31	coding	0.98011	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr14:21458127..21458167,+	11.762261828645999	7051	2901	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@METTL17	84,3	24,4	10,34	17,6	33,7	48,26	1,605704066	0,986524804	TATA-less	CpG-less	METTL17	chr14
4239	ENSG00000165801.5	chr14:21529423-21566261,+	+	ARHGEF40	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	77300	42	coding	0.9690799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr14:21538434..21538469,+	24.4742778270618	36594	15599	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ARHGEF40	43	5,8	0	1,9	10,6	20,26	3,441180354	1,549978496	TATA-less	CpG	ARHGEF40	chr14
4240	ENSG00000165819.7	chr14:21966277-21979482,-	-	METTL3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	111550	20	coding	0.93396	ENCODE:FANTOM:GENCODE:MITRANS	4	chr14:21979428..21979519,-	9.87788099280877	13201	2154	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@METTL3	46,2	13	5,7	9,9	17,1	23,92	2,447968644	1,021084821	TATA-less	CpG	METTL3	chr14
4241	ENSG00000165832.4	chr10:116697971-116752718,+	+	TRUB1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	92497	10	coding	0.9986799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:116697946..116698013,+	6.93173068328326	39460	9846	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TRUB1	72,6	15,2	3,98	10,7	19,6	30,08	4,195167185	1,170645125	TATA-less	CpG	TRUB1	chr10
4242	ENSG00000165861.9	chr14:73435269-73493844,-	-	ZFYVE1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	130410	17	coding	0.9954	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr14:73493784..73493822,-	11.471025641612801	58546	5979	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZFYVE1	68,6	15,2	3,3	8,9	21,3	38,6	3,180020797	1,43621847	TATA-less	CpG	ZFYVE1	chr14
4243	ENSG00000165898.9	chr14:74960468-74967306,+	+	ISCA2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	130589	6	coding	0.86964	FANTOM:GENCODE:MITRANS	3	chr14:74960446..74960479,+	2.67597242604579	6839	4579	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ISCA2	92,8	19,5	8,48	14,1	25,9	43,92	5,488271265	1,775685884	TATA-less	CpG	ISCA2	chr14
4244	ENSG00000165916.4	chr11:47440320-47447990,-	-	PSMC3	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	638779	15	coding	0.9997	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr11:47447784..47447817,-	11.969090823896599	7671	3659	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PSMC3	368,4	85	33,3	62,2	112,6	162,08	4,355840411	1,207281415	TATA-less	CpG	PSMC3	chr11
4245	ENSG00000165934.8	chr14:92582471-92639636,+	+	CPSF2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	193781	22	coding	-0.33241	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr14:92588298..92588336,+	16.911036233857697	57152	19978	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CPSF2	103	31,4	11,62	22,6	42	59,9	1,367094853	0,805330823	TATA-less	CpG	CPSF2	chr14
4246	ENSG00000165948.6	chr14:94547690-94570872,+	+	IFI27L1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	45326	16	coding	-0.85649	FANTOM:GENCODE:HUBDMAP	3	chr14:94547675..94547713,+	6.643244028483	22503	2850	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@IFI27L1	42,9	5,8	0,9	3,6	9	16,56	7,519867594	2,102762899	TATA-less	CpG	IFI27L1	chr14
4247	ENSG00000165996.9	chr10:17579239-17659812,-	-	PTPLA	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	158607	14	coding	0.99356	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:17659357..17659401,-	8.68502999816324	80104	4822	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p2@PTPLA	100,2	11,5	0	4,2	21,5	45,72	4,589702638	1,774602478	TATA-less	CpG	PTPLA	chr10
4248	ENSG00000166004.10	chr11:93394867-93463564,+	+	KIAA1731	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	98946	28	coding	0.99339	ENCODE:FANTOM:GENCODE:MITRANS	4	chr11:93394807..93394904,+	29.253877096342396	68698	8178	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@KIAA1731	94,1	13,4	2,24	7,4	22,1	41,6	5,430076037	1,881664012	TATA-less	CpG	KIAA1731	chr11
4249	ENSG00000166024.9	chr10:99894415-100040231,+	+	R3HCC1L	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	59879	18	coding	0.99093	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:99894399..99894453,+	10.871121812239302	110240	7689	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C10orf28	63	7,8	2,14	5,1	12,8	32,4	5,405405817	2,157481939	TATA-less	CpG	C10orf28	chr10
4250	ENSG00000166025.13	chr11:94439284-94693804,+	+	AMOTL1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	136811	48	coding	0.9938799999999999	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr11:94501497..94501577,+	18.8227003948779	254521	43440	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@AMOTL1	160,6	17,3	0	7,3	27,3	48,42	8,703007299	1,988778945	TATA-less	CpG	AMOTL1	chr11
4251	ENSG00000166037.6	chr11:95522259-95597121,+	+	CEP57	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	179508	30	coding	0.87836	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr11:95523621..95523710,+	11.1311327967436	69603	12238	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@CEP57	152,8	30,8	8,48	20,1	44	66,58	3,403953916	1,314326477	TATA-less	CpG	CEP57	chr11
4252	ENSG00000166068.8	chr15:38544285-38650949,+	+	SPRED1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	140662	24	coding	0.99464	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:38544476..38544574,+	8.22119308765591	106665	8827	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SPRED1	74,4	12,9	0	6,3	20,1	31,3	2,835298927	1,100791315	TATA-less	CpG	SPRED1	chr15
4253	ENSG00000166133.13	chr15:40861539-40879483,+	+	RPUSD2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type3:tri-exonic	tier4_stringent	32567	5	coding	0.9759700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:40861487..40861552,+	2.12842218297796	17945	6798	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@RPUSD2	22,4	5,1	1,4	3,6	7,1	11	3,860763695	1,329840651	TATA-less	CpG	RPUSD2	chr15
4254	ENSG00000166135.9	chr10:102288824-102331785,+	+	HIF1AN	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	177734	16	coding	0.9955700000000001	ENCODE:FANTOM:GENCODE:MITRANS	4	chr10:102295684..102295713,+	6.975678344456989	36204	26212	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@HIF1AN	93,9	30,1	18,4	25,3	36,5	49,66	3,620355566	1,304774783	TATA-less	CpG-less	HIF1AN	chr10
4255	ENSG00000166140.13	chr15:41099287-41111183,+	+	ZFYVE19	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	64128	32	coding	0.86218	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:41099254..41099303,+	10.516948845867699	11897	6479	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZFYVE19	46,5	4,9	1,8	3,4	6,7	11,26	31,44491545	3,517833355	TATA-less	CpG	ZFYVE19	chr15
4256	ENSG00000166166.8	chr14:103988379-104021738,+	+	TRMT61A	coding_mRNA	__na	DHS_dyadic	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	62470	10	coding	0.53482	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr14:103995503..103995543,+	3.0516209706730497	33360	27069	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@TRMT61A	32,7	4,6	1,54	3,2	6,3	10,26	18,86339092	2,842783632	TATA-less	CpG	TRMT61A	chr14
4257	ENSG00000166167.13	chr10:103113760-103321876,+	+	BTRC	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	66141	21	coding	0.99744	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:103113840..103113933,+	16.7544348255716	203253	26032	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@BTRC	75,1	8,5	3,4	6,2	12,4	26,32	11,33688858	2,694888929	TATA-less	CpG	BTRC	chr10
4258	ENSG00000166170.9	chr14:104022881-104028993,-	-	BAG5	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type2:di-exonic	tier4_stringent	151692	4	coding	0.03558	FANTOM:GENCODE:HUBDMAP	3	chr14:104028974..104029012,-	1.64310617315966	6113	4815	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@BAG5	115,8	24,1	8,7	17,6	33,2	48,96	4,792126943	1,456050993	TATA-less	CpG	BAG5	chr14
4259	ENSG00000166171.8	chr10:103330205-103382169,+	+	DPCD	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	63953	13	coding	-0.11281	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr10:103348031..103348092,+	6.91297366933196	35146	14696	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@DPCD	82	9,9	0,3	5,3	14,4	24,92	13,32437316	2,204465825	TATA-less	CpG	DPCD	chr10
4260	ENSG00000166173.9	chr15:71123863-71146496,-	-	LARP6	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type3:tri-exonic	tier4_stringent	412813	6	coding	0.9954200000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr15:71146480..71146531,-	2.7804602899407	22634	2961	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@LARP6	495	52,4	0	8,9	106,3	211,92	4,584397718	1,733519718	TATA-less	CpG	LARP6	chr15
4261	ENSG00000166181.8	chr11:43333546-43367980,+	+	API5	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	445662	36	coding	0.99898	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr11:43333513..43333608,+	14.388349633930302	32534	6939	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@API5	223,7	75,7	29,84	59	93,2	122,4	1,599285606	0,515943625	TATA-less	CpG	API5	chr11
4262	ENSG00000166188.2	chr16:58028346-58034576,-	-	ZNF319	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type3:tri-exonic	tier4_stringent	41540	5	coding	0.9441799999999999	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr16:58034520..58034622,-	1.55517958635438	6231	5035	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p@chr16:58034520..58034622,-	58,8	6,3	2,4	4,4	9	15,5	27,19249291	3,852702499	TATA-less	CpG	chr16:58034520..58034622,-	chr16
4263	ENSG00000166192.10	chr15:72409234-72440576,+	+	SENP8	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type3:tri-exonic	tier4_stringent	34201	10	coding	-0.137	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:72410732..72410767,+	1.02613837965701	29940	11061	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SENP8	19,7	3,5	0,6	2	5,3	8,6	3,956960858	1,389184119	TATA-less	CpG	SENP8	chr15
4264	ENSG00000166197.12	chr10:103911955-103924491,+	+	NOLC1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	375122	22	coding	0.99787	FANTOM:GENCODE:HUBDMAP:MITRANS	4	chr10:103912137..103912159,+	13.388513344678	12537	4604	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@NOLC1	412,4	56,3	24,4	39,1	93,6	180,96	5,25113515	1,891841565	TATA-less	CpG	NOLC1	chr10
4265	ENSG00000166200.10	chr15:49385166-49447796,-	-	COPS2	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	303928	16	coding	0.68388	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:49447771..49447822,-	12.479219682916998	46650	22865	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@COPS2	293,6	54,8	10,1	38,7	74,5	103,62	5,184653438	1,129256316	TATA-less	CpG-less	COPS2	chr15
4266	ENSG00000166224.12	chr10:72575704-72655166,+	+	SGPL1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	94057	35	coding	0.9972700000000001	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr10:72575643..72575753,+	15.310814575238199	65749	19416	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@SGPL1	105	13,2	4,4	8,7	20,6	39,04	8,899018819	2,406155282	TATA-less	CpG	SGPL1	chr10
4267	ENSG00000166228.4	chr10:72640970-72648322,-	-	PCBD1	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	291237	7	uncertain	0.9968299999999999	ENCODE:FANTOM:GENCODE:HUBDMAP	4	chr10:72648303..72648373,-	3.84088923334662	6669	3811	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@PCBD1	349,6	44,7	6,1	24,9	67,9	135,06	8,843170803	2,399097322	TATA-less	CpG	PCBD1	chr10
4268	ENSG00000166260.6	chr17:52687331-53046015,-	-	COX11	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	103645	12	coding	0.20911999999999997	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr17:53045998..53046028,-	4.6937371188151	358685	10672	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@COX11	72,4	17,3	4,68	12,1	22,8	36,3	4,460984103	1,450707467	TATA-less	CpG	COX11	chr17
4269	ENSG00000166261.6	chr11:123594603-123613705,-	-	ZNF202	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	27954	16	coding	0.8216	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr11:123612319..123612395,-	8.52865409415174	18656	9617	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@ZNF202	21,1	4,3	1,3	2,9	6,2	10,4	3,861881062	1,54162088	TATA-less	CpG	ZNF202	chr11
4270	ENSG00000166262.11	chr15:49620588-49913013,-	-	FAM227B	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	15578	17	uncertain	-0.6551100000000001	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr15:49912987..49913029,-	14.950454052063598	292426	10972	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@C15orf33	17,1	2	0	1	3,5	7,3	4,914463455	1,821211567	TATA-less	CpG	C15orf33	chr15
4271	ENSG00000166263.9	chr17:53046126-53253244,+	+	STXBP4	coding_mRNA	coding_mRNA	DHS_promoter	protein_coding	bin5:>2000nt	type4:at_least_4_exons	tier4_stringent	71051	18	coding	-0.21727	ENCODE:FANTOM:GENCODE:HUBDMAP:MITRANS	5	chr17:53046096..53046157,+	21.6018057415863	204928	15650	no	no	no	no	annotation imputed from GENCODE geneType protein_coding	p1@STXBP4	84,9	9,1	1,3	5,1	13,6	25,7	12,45318184	2,482981469	TATA-less	CpG	STXBP4	chr17
